Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Telomere Extension By Telomerase	2/23	0.3701857647522965	0.8486129811865509	0	0	1.6126357185603146	1.6025572814226146	CCNA1;TERF2IP
Binding and Uptake of Ligands by Scavenger Receptors	8/122	0.37165091950505363	0.8507279442101081	0	0	1.1888023307365887	1.1766768485602292	COLEC12;HPX;AMBP;LRP1;HYOU1;MASP1;APOE;CALR
Aerobic Respiration and Respiratory Electron Transport	16/260	0.37978649824417765	0.8672875366756317	0	0	1.111177347242921	1.0757819383398575	MT-CO1;MRPS36;NDUFA4;NDUFB1;COX7A2;HSCB;MT-ND3;MT-ND1;ACAT1;MPC2;NDUFAF2;ATP5MK;MT-CO2;SUCLG1;SDHAF4;ISCU
Signaling by NOTCH	13/209	0.3840662668196037	0.8672875366756317	0	0	1.1237626510259588	1.0753736239308238	JAG1;PLXND1;STAT1;FURIN;DLL1;RUNX1;KAT2B;NEURL1B;CCND1;NBEA;MFNG;NEURL1;CNTN1
Respiratory Electron Transport	10/158	0.38754577877344526	0.8672875366756317	0	0	1.1446165876545624	1.085006441935557	MT-CO1;NDUFA4;NDUFAF2;NDUFB1;MT-CO2;COX7A2;HSCB;MT-ND3;ISCU;MT-ND1
Class C 3 (Metabotropic Glutamate Pheromone Receptors)	3/40	0.387640467217428	0.8672875366756317	0	0	1.3729875427988636	1.301148715363011	GABBR2;CASR;GRM4
Signaling by FGFR3	3/40	0.387640467217428	0.8672875366756317	0	0	1.3729875427988636	1.301148715363011	FGF9;SPRY2;KRAS
Opioid Signalling	6/90	0.3879487134656761	0.8672875366756317	0	0	1.2097812097812097	1.1455202086126544	GNG2;PDE1C;NBEA;GNG4;ADCY8;GNG11
Cytosolic Sulfonation of Small Molecules	2/24	0.39044837349717987	0.8672875366756317	0	0	1.5392524889831891	1.4476046640217068	SLC35B2;TPST1
Glutamate Neurotransmitter Release Cycle	2/24	0.39044837349717987	0.8672875366756317	0	0	1.5392524889831891	1.4476046640217068	STXBP1;SLC1A3
Metal Ion SLC Transporters	2/24	0.39044837349717987	0.8672875366756317	0	0	1.5392524889831891	1.4476046640217068	SLC30A8;SLC39A8
Other Interleukin Signaling	2/24	0.39044837349717987	0.8672875366756317	0	0	1.5392524889831891	1.4476046640217068	CSF1;TYK2
RAS Processing	2/24	0.39044837349717987	0.8672875366756317	0	0	1.5392524889831891	1.4476046640217068	KRAS;BCL2L1
Sema4D in Semaphorin Signaling	2/24	0.39044837349717987	0.8672875366756317	0	0	1.5392524889831891	1.4476046640217068	LIMK2;RHOC
Leishmania Infection	15/245	0.393435807559981	0.8672875366756317	0	0	1.1049638668404218	1.0307515724909029	CYFIP2;GSDMD;APP;SYK;FZD7;PLK2;FURIN;TXN;ADCY8;GNG11;NT5E;CYSLTR2;GNG2;GNG4;ELMO1
Parasitic Infection Pathways	15/245	0.393435807559981	0.8672875366756317	0	0	1.1049638668404218	1.0307515724909029	CYFIP2;GSDMD;APP;SYK;FZD7;PLK2;FURIN;TXN;ADCY8;GNG11;NT5E;CYSLTR2;GNG2;GNG4;ELMO1
RHOC GTPase Cycle	5/74	0.3970948159881393	0.8672875366756317	0	0	1.227187936184923	1.133406474147237	FMNL3;ARHGEF28;ARHGAP18;STOM;RHOC
Activation of HOX Genes During Differentiation	6/91	0.3980454109850148	0.8672875366756317	0	0	1.1954848966613671	1.1012677543525848	EGR2;MEIS1;MAFB;HOXA2;PAX6;POLR2H
Activation of Anterior HOX Genes in Hindbrain Development During Early Embryogenesis	6/91	0.3980454109850148	0.8672875366756317	0	0	1.1954848966613671	1.1012677543525848	EGR2;MEIS1;MAFB;HOXA2;PAX6;POLR2H
DAG and IP3 Signaling	3/41	0.40294781280656994	0.8672875366756317	0	0	1.3367853596254788	1.2150686760661922	PDE1C;NBEA;ADCY8
Generation of Second Messenger Molecules	3/41	0.40294781280656994	0.8672875366756317	0	0	1.3367853596254788	1.2150686760661922	VASP;PAK3;HLA-DRB1
RET Signaling	3/41	0.40294781280656994	0.8672875366756317	0	0	1.3367853596254788	1.2150686760661922	RET;DOK4;GAB2
Abacavir ADME	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	ABCB1
Amino Acid Conjugation	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	GLYATL2
Atorvastatin ADME	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	ABCB1
CREB3 Factors Activate Genes	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	CREB3L1
Ca2+ Activated K+ Channels	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	KCNN3
Calcineurin Activates NFAT	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	NFATC3
Conjugation of Carboxylic Acids	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	GLYATL2
Downregulation of ERBB4 Signaling	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	ERBB4
EGFR Transactivation by Gastrin	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	KRAS
EGFR Interacts With Phospholipase C-gamma	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	AREG
Highly Calcium Permeable Nicotinic Acetylcholine Receptors	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	CHRNB2
Interleukin-1 Processing	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	GSDMD
Interleukin-23 Signaling	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	TYK2
Interleukin-9 Signaling	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	STAT1
Lipophagy	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	PRKAB1
MAPK1 (ERK2) Activation	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	TYK2
Myoclonic Epilepsy of Lafora	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	PPP1R3C
Nef and Signal Transduction	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	ELMO1
PI3K AKT Activation	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	IRS1
RHO GTPases Activate Rhotekin and Rhophilins	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	RHOC
SHC-related Events Triggered by IGF1R	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	KRAS
Gamma-carboxylated Protein Precursors Transport From the Endoplasmic Reticulum to Golgi Apparatus	1/9	0.40361025748568347	0.8672875366756317	0	0	2.1161434977578475	1.9199887948064691	F2
Regulation of TP53 Activity Through Phosphorylation	6/92	0.40813346940617573	0.8672875366756317	0	0	1.1815210559396605	1.0588331231211137	CCNA1;PLK3;SUPT16H;NUAK1;MRE11;PRKAB1
Plasma Lipoprotein Assembly, Remodeling, and Clearance	5/75	0.4082998251588394	0.8672875366756317	0	0	1.2095923878102095	1.0834966256883833	SAR1B;APOC1;FURIN;VLDLR;APOE
Cellular Response to Starvation	10/161	0.41031718404907497	0.8672875366756317	0	0	1.121696226482881	0.9992348152055065	SESN1;SESN2;RRAGD;RPL35;RPS27L;RPL22L1;ATP6V1E1;RPS4Y1;RPL9;ATF3
Basigin Interactions	2/25	0.41041285217686146	0.8672875366756317	0	0	1.4722504098040747	1.3111739502356157	ITGA3;ATP1B3
Complex III Assembly	2/25	0.41041285217686146	0.8672875366756317	0	0	1.4722504098040747	1.3111739502356157	HSCB;ISCU
Defective Intrinsic Pathway for Apoptosis	2/25	0.41041285217686146	0.8672875366756317	0	0	1.4722504098040747	1.3111739502356157	APP;LMNA
Downstream Signaling of Activated FGFR3	2/25	0.41041285217686146	0.8672875366756317	0	0	1.4722504098040747	1.3111739502356157	FGF9;KRAS
FRS-mediated FGFR2 Signaling	2/25	0.41041285217686146	0.8672875366756317	0	0	1.4722504098040747	1.3111739502356157	FGF9;KRAS
Glycogen Metabolism	2/25	0.41041285217686146	0.8672875366756317	0	0	1.4722504098040747	1.3111739502356157	PPP1R3C;GBE1
Interleukin-7 Signaling	2/25	0.41041285217686146	0.8672875366756317	0	0	1.4722504098040747	1.3111739502356157	SOCS2;IRS1
Metabolism of Cofactors	2/25	0.41041285217686146	0.8672875366756317	0	0	1.4722504098040747	1.3111739502356157	GCH1;NOS3
Regulation of IFNA IFNB Signaling	2/25	0.41041285217686146	0.8672875366756317	0	0	1.4722504098040747	1.3111739502356157	STAT1;TYK2
Signaling by EGFR in Cancer	2/25	0.41041285217686146	0.8672875366756317	0	0	1.4722504098040747	1.3111739502356157	KRAS;AREG
Signaling by ERBB2 KD Mutants	2/25	0.41041285217686146	0.8672875366756317	0	0	1.4722504098040747	1.3111739502356157	ERBB4;KRAS
TRAF6 Mediated NF-kB Activation	2/25	0.41041285217686146	0.8672875366756317	0	0	1.4722504098040747	1.3111739502356157	APP;TRIM4
Deactivation of the Beta-Catenin Transactivating Complex	3/42	0.4181427721991496	0.8715840244221743	0	0	1.3024396986661138	1.1356393000157952	PYGO1;TCF7L2;CTNNBIP1
EPHB-mediated Forward Signaling	3/42	0.4181427721991496	0.8715840244221743	0	0	1.3024396986661138	1.1356393000157952	EFNB2;ARHGEF28;LIMK2
Regulation of RUNX2 Expression and Activity	4/59	0.41984110244412276	0.8715840244221743	0	0	1.231458469587966	1.0687569042463467	MSX2;DLX5;STAT1;NR3C1
Clathrin-mediated Endocytosis	9/145	0.42050107880912346	0.8715840244221743	0	0	1.1207556193208992	0.9709198213569954	VAMP8;NECAP2;SYT2;TOR1A;SYT11;CLTCL1;AREG;DNM1;SLC2A8
Glycerophospholipid Biosynthesis	8/128	0.4231117418039907	0.8715840244221743	0	0	1.1290012033694343	0.9710753519451235	ACHE;SLC44A3;PCYT1B;SLC44A4;ABHD3;GPD1;PLAAT5;PLAAT4
Cell Surface Interactions at the Vascular Wall	14/233	0.4270445741278403	0.8715840244221743	0	0	1.0827553058366275	0.9212806312015398	ITGA4;ITGA3;TNFRSF10B;ATP1B3;TNFRSF10A;F2;TNFRSF10D;THBD;CEACAM6;INPP5D;SIRPA;KRAS;CD47;JAM3
Calnexin Calreticulin Cycle	2/26	0.43004937850159053	0.8715840244221743	0	0	1.4108318372232196	1.1905378430618019	PDIA3;CALR
Constitutive Signaling by AKT1 E17K in Cancer	2/26	0.43004937850159053	0.8715840244221743	0	0	1.4108318372232196	1.1905378430618019	CDKN1A;AKT3
Interleukin-20 Family Signaling	2/26	0.43004937850159053	0.8715840244221743	0	0	1.4108318372232196	1.1905378430618019	STAT1;TYK2
MicroRNA (miRNA) Biogenesis	2/26	0.43004937850159053	0.8715840244221743	0	0	1.4108318372232196	1.1905378430618019	XPO5;POLR2H
Signaling by ERBB2 in Cancer	2/26	0.43004937850159053	0.8715840244221743	0	0	1.4108318372232196	1.1905378430618019	ERBB4;KRAS
Synthesis of IP3 and IP4 in the Cytosol	2/26	0.43004937850159053	0.8715840244221743	0	0	1.4108318372232196	1.1905378430618019	INPP5D;PLCE1
Assembly and Cell Surface Presentation of NMDA Receptors	3/43	0.43320773156507386	0.8715840244221743	0	0	1.269811320754717	1.0622453165484709	DLG2;NBEA;DLG4
Signaling by FGFR2 in Disease	3/43	0.43320773156507386	0.8715840244221743	0	0	1.269811320754717	1.0622453165484709	FGF9;KRAS;POLR2H
Transport of Vitamins, Nucleosides, and Related Molecules	3/43	0.43320773156507386	0.8715840244221743	0	0	1.269811320754717	1.0622453165484709	SLC35A2;SLC35B2;LCN15
AKT Phosphorylates Targets in the Nucleus	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	AKT3
Activation of PPARGC1A (PGC-1alpha) by Phosphorylation	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	PRKAB1
Adenylate Cyclase Activating Pathway	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	ADCY8
Alpha-defensins	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	PRSS2
Calcitonin-like Ligand Receptors	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	RAMP1
Chylomicron Remodeling	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	APOE
Creatine Metabolism	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	GATM
Formation of the Posterior Neural Plate	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	ZEB2
Gamma-carboxylation of Protein Precursors	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	F2
HDL Remodeling	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	APOE
HuR (ELAVL1) Binds and Stabilizes mRNA	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	GPRC5A
Interleukin-21 Signaling	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	STAT1
MAPK3 (ERK1) Activation	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	TYK2
MASTL Facilitates Mitotic Progression	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	ENSA
Organic Cation Transport	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	RUNX1
PI3K Events in ERBB4 Signaling	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	ERBB4
POU5F1 (OCT4), SOX2, NANOG Repress Genes Related to Differentiation	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	CDX2
Protein Lipoylation	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	FDX1
RHOBTB3 ATPase Cycle	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	RHOBTB3
RUNX1 and FOXP3 Control the Development of Regulatory T Lymphocytes (Tregs)	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	RUNX1
Reactions Specific to the Complex N-glycan Synthesis Pathway	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	CHST8
Regulation of CDH11 Gene Transcription	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	ZEB2
SLBP Independent Processing of Histone Pre-mRNAs	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	SNRPG
Signal Attenuation	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	IRS1
Synthesis of Pyrophosphates in the Cytosol	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	NUDT4
Thyroxine Biosynthesis	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	DUOX2
Uptake of Dietary Cobalamins Into Enterocytes	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	TCN1
Virus Assembly and Release	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	CALR
Zinc Influx Into Cells by the SLC39 Gene Family	1/10	0.4369037265279522	0.8715840244221743	0	0	1.8809167912306926	1.5574788795639298	SLC39A8
Asparagine N-linked Glycosylation	18/306	0.44337307417135396	0.88232478646322	0	0	1.0585154826958105	0.8609369092208279	CHST8;PDIA3;TRAPPC3;TMED9;ST6GAL2;RPN2;SAR1B;AREG;DDOST;F5;GLB1;NEU1;TMED3;MGAT1;CALR;CTSC;DYNC1I1;ST6GALNAC5
SARS-CoV-2-host Interactions	13/218	0.44341322176850595	0.88232478646322	0	0	1.0739092939433474	0.8733601302792005	NUP155;SAR1B;STAT1;HLA-B;RPS27L;ISG15;TYK2;RPS4Y1;TRIM4;AKT3;SNRPG;MASP1;CRB3
Gamma Carboxylation, Hypusinylation, Hydroxylation, and Arylsulfatase Activation	4/61	0.44510599097246406	0.8834508782845869	0	0	1.1881231856619967	0.9617178094932446	TPST1;ARSJ;FURIN;F2
Nucleotide-binding Domain, Leucine Rich Repeat Containing Receptor (NLR) Signaling Pathways	4/61	0.44510599097246406	0.8834508782845869	0	0	1.1881231856619967	0.9617178094932446	APP;BCL2;TXN;BCL2L1
Interleukin Receptor SHC Signaling	2/27	0.44933238020694266	0.8879774646799078	0	0	1.354326750448833	1.083451103929337	INPP5D;GAB2
Pyroptosis	2/27	0.44933238020694266	0.8879774646799078	0	0	1.354326750448833	1.083451103929337	GSDMD;BAX
RAC1 GTPase Cycle	11/184	0.45141032786839214	0.8879774646799078	0	0	1.076666753851385	0.8563576256014899	CYFIP2;DOCK10;ARHGAP33;DOCK11;DOCK5;FGD5;JAG1;ARHGDIB;SRGAP2;PAK3;EPHA2
RHO GTPase Cycle	26/450	0.45610378879972596	0.8879774646799078	0	0	1.0385148000692401	0.8152703501215091	CYFIP2;DOCK5;STEAP3;PLXND1;ARHGEF28;STMN2;ARHGAP18;TNFAIP1;DOCK10;DOCK11;FGD5;ARHGDIB;EPSTI1;STOM;SRGAP2;PAK3;JAG1;PTPN13;RHOC;ARHGAP33;FMNL3;CCDC88A;ARHGEF9;RHOU;PDE5A;EPHA2
TP53 Regulates Transcription of DNA Repair Genes	4/62	0.4576126894423381	0.8879774646799078	0	0	1.1675762838005457	0.9127318706094006	SUPT16H;MSH2;POLR2H;DDB2
Protein Folding	6/97	0.4582266235220059	0.8879774646799078	0	0	1.1163053163053163	0.871155075387352	GNG2;GNG4;TBCA;PFDN4;RGS9;GNG11
DAP12 Interactions	3/45	0.462883827931423	0.8879774646799078	0	0	1.2092157617764088	0.931433710883004	SYK;HLA-B;KRAS
G Alpha (12 13) Signalling Events	5/80	0.4637344007312881	0.8879774646799078	0	0	1.1286528652865286	0.8673057355869652	ARHGEF9;GNG2;GNG4;RHOC;GNG11
Late SARS-CoV-2 Infection Events	5/80	0.4637344007312881	0.8879774646799078	0	0	1.1286528652865286	0.8673057355869652	ANO1;RPN2;FURIN;MGAT1;DDOST
Metabolism of Nucleotides	6/98	0.46813480330704893	0.8879774646799078	0	0	1.1041128084606346	0.8380204990547049	NT5E;GMPR;AK5;TXN;AMPD3;SAMHD1
MyD88 Cascade Initiated on Plasma Membrane	6/98	0.46813480330704893	0.8879774646799078	0	0	1.1041128084606346	0.8380204990547049	DUSP4;IKBIP;APP;PELI2;TLR5;DUSP6
Toll Like Receptor 10 (TLR10) Cascade	6/98	0.46813480330704893	0.8879774646799078	0	0	1.1041128084606346	0.8380204990547049	DUSP4;IKBIP;APP;PELI2;TLR5;DUSP6
Toll Like Receptor 5 (TLR5) Cascade	6/98	0.46813480330704893	0.8879774646799078	0	0	1.1041128084606346	0.8380204990547049	DUSP4;IKBIP;APP;PELI2;TLR5;DUSP6
ATF4 Activates Genes in Response to Endoplasmic Reticulum Stress	2/28	0.46824015448414275	0.8879774646799078	0	0	1.3021682088109376	0.9880513336907407	ATF3;HERPUD1
Metabolism of Porphyrins	2/28	0.46824015448414275	0.8879774646799078	0	0	1.3021682088109376	0.9880513336907407	FABP1;GSTA1
Platelet Calcium Homeostasis	2/28	0.46824015448414275	0.8879774646799078	0	0	1.3021682088109376	0.9880513336907407	TRPC3;ATP2B4
Androgen Biosynthesis	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	SRD5A1
Apoptotic Cleavage of Cell Adhesion Proteins	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	DSG3
Attachment and Entry 9678110	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	CTSL
Beta-oxidation of Very Long Chain Fatty Acids	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	HSD17B4
Biotin Transport and Metabolism	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	ACACB
CLEC7A (Dectin-1) Induces NFAT Activation	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	NFATC3
Constitutive Signaling by Overexpressed ERBB2	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	KRAS
Dermatan Sulfate Biosynthesis	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	VCAN
Highly Calcium Permeable Postsynaptic Nicotinic Acetylcholine Receptors	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	CHRNB2
MET Activates RAS Signaling	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	KRAS
Mucopolysaccharidoses	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	GLB1
NOTCH4 Activation and Transmission of Signal to the Nucleus	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	JAG1
OAS Antiviral Response	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	PDE12
Pexophagy	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	SQSTM1
RHO GTPases Activate KTN1	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	KIF5A
Regulation of CDH11 Function	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	AMOT
SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	SNRPG
Signaling by FGFR4 in Disease	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	KRAS
Signaling by Leptin	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	IRS1
Signaling by Activated Point Mutants of FGFR1	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	FGF9
Mitochondrial Fatty Acid Beta-Oxidation of Saturated Fatty Acids	1/11	0.46834015515961974	0.8879774646799078	0	0	1.6927354260089686	1.2840420953829286	ACADVL
Beta-catenin Independent WNT Signaling	8/134	0.47423122239800336	0.8980610588406633	0	0	1.0748954214658186	0.8019367632675896	GNAO1;TCF7L2;GNG2;GNG4;FZD7;KRAS;AXIN2;GNG11
Interleukin-10 Signaling	3/46	0.4774662496208136	0.9017322430922302	0	0	1.1810317808562654	0.8730916836945869	CSF1;LIF;TYK2
Interferon Gamma Signaling	6/99	0.47799335877240373	0.9017322430922302	0	0	1.0921825050857308	0.8062037345521532	IFNGR1;STAT1;HLA-B;TRIM35;HLA-DRB1;TRIM45
SLC Transporter Disorders	6/99	0.47799335877240373	0.9017322430922302	0	0	1.0921825050857308	0.8062037345521532	SLC35A2;SLC5A7;NUP155;SLC1A3;SLC17A8;GCK
Synthesis of Substrates in N-glycan Biosythesis	4/64	0.4823256663374422	0.9017322430922302	0	0	1.128537170263789	0.8228567811270026	ST6GAL2;GLB1;NEU1;ST6GALNAC5
Golgi-to-ER Retrograde Transport	8/135	0.48266118474307584	0.9017322430922302	0	0	1.066374825890446	0.7767904539040963	TMED9;KIF19;KIF26B;KIF5A;TMED3;KIF21B;KIF6;DYNC1I1
Acyl Chain Remodelling of PE	2/29	0.4867545160231822	0.9017322430922302	0	0	1.2538732628499236	0.9027829273451774	PLAAT5;PLAAT4
DAP12 Signaling	2/29	0.4867545160231822	0.9017322430922302	0	0	1.2538732628499236	0.9027829273451774	SYK;KRAS
EPHA-mediated Growth Cone Collapse	2/29	0.4867545160231822	0.9017322430922302	0	0	1.2538732628499236	0.9027829273451774	EFNA5;EPHA2
Energy Dependent Regulation of mTOR by LKB1-AMPK	2/29	0.4867545160231822	0.9017322430922302	0	0	1.2538732628499236	0.9027829273451774	RRAGD;PRKAB1
Negative Regulation of FGFR3 Signaling	2/29	0.4867545160231822	0.9017322430922302	0	0	1.2538732628499236	0.9027829273451774	FGF9;SPRY2
PIWI-interacting RNA (piRNA) Biogenesis	2/29	0.4867545160231822	0.9017322430922302	0	0	1.2538732628499236	0.9027829273451774	POLR2H;TDRD6
Nonsense Mediated Decay (NMD) Independent of the Exon Junction Complex (EJC)	6/100	0.48779718519682735	0.9017322430922302	0	0	1.0805060379528464	0.7756472708707222	RPL35;RPS27L;RPL22L1;PABPC1;RPS4Y1;RPL9
MITF-M-regulated Melanocyte Development	8/136	0.49105625319677676	0.9017322430922302	0	0	1.0579873646209386	0.7524370050517678	TCF7L2;CDKN1A;CCND1;AKT3;BCL2;GMPR;ATP6V1E1;SMARCA2
Cyclin D Associated Events in G1	3/47	0.49186115393319196	0.9017322430922302	0	0	1.1541288899779465	0.8189223214947394	CDKN1A;CDK6;CCND1
G1 Phase	3/47	0.49186115393319196	0.9017322430922302	0	0	1.1541288899779465	0.8189223214947394	CDKN1A;CDK6;CCND1
Sensory Perception of Taste	3/47	0.49186115393319196	0.9017322430922302	0	0	1.1541288899779465	0.8189223214947394	GRM4;SCNN1A;TRPM4
Signaling by BRAF and RAF1 Fusions	4/65	0.4945140834836655	0.9017322430922302	0	0	1.1099775916971342	0.7816236298922498	FGB;FXR1;LMNA;KRAS
ALK Mutants Bind TKIs	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	BCL11A
Aspartate and Asparagine Metabolism	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	GADL1
CD28 Dependent Vav1 Pathway	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	PAK3
CREB1 Phosphorylation Through the Activation of Adenylate Cyclase	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	ADCY8
Caspase-mediated Cleavage of Cytoskeletal Proteins	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	CASP6
FGFR3 Mutant Receptor Activation	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	FGF9
HDR Through MMEJ (alt-NHEJ)	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	MRE11
Interleukin-2 Signaling	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	SYK
Killing Mechanisms	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	FZD7
P2Y Receptors	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	P2RY1
PECAM1 Interactions	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	INPP5D
Presynaptic Nicotinic Acetylcholine Receptors	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	CHRNB2
Pyrimidine Catabolism	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	NT5E
Reduction of Cytosolic Ca++ Levels	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	ATP2B4
Regulation of Localization of FOXO Transcription Factors	1/12	0.498023037320071	0.9017322430922302	0	0	1.5387688544639218	1.072689530193038	AKT3
